,Member_number,Date,itemDescription,Sales,Year
1127,4486,2015-07-21,rolls/buns,8.4,2015
1128,4486,2015-09-11,onions,5.02,2015
1129,4486,2015-07-21,chocolate marshmallow,10.89,2015
1130,3484,2015-05-06,specialty bar,74.0,2015
1131,3484,2015-10-10,sausage,8.94,2015
1132,3484,2015-05-15,tropical fruit,4.7700000000000005,2015
1133,3484,2015-11-21,whole milk,12.96,2015
1134,3484,2015-05-08,canned beer,2.85,2015
1135,3484,2015-09-22,cream cheese ,1.0,2015
1136,3484,2014-12-25,beef,40.46,2014
1137,3484,2014-06-08,pip fruit,1.28,2014
1138,3484,2014-11-19,UHT-milk,16.0,2014
1139,3484,2014-04-07,newspapers,1.0,2014
1140,3484,2015-11-21,whole milk,12.96,2015
1141,3484,2015-05-06,candy,6.6000000000000005,2015
1142,3484,2015-10-10,herbs,21.0,2015
1143,3484,2015-05-15,white bread,10.5,2015
1144,3484,2015-11-21,semi-finished bread,7.5,2015
1145,3484,2015-05-08,rolls/buns,8.4,2015
1146,3484,2015-09-22,salty snack,9.0,2015
1147,3484,2014-12-25,shopping bags,35.7,2014
1148,3484,2014-06-08,pickled vegetables,2.52,2014
1149,3484,2014-11-19,rolls/buns,8.4,2014
1150,3484,2014-04-07,frozen meals,28.0,2014
1151,3484,2015-11-21,brandy,34.0,2015
1152,3484,2014-12-25,pickled vegetables,6.3,2014
1153,2799,2015-02-09,sugar,6.4,2015
1154,2799,2015-12-08,whole milk,25.92,2015
1155,2799,2015-06-17,butter,22.26,2015
1156,2799,2015-05-25,sausage,13.41,2015
1157,2799,2015-02-27,chocolate,35.629999999999995,2015
1158,2799,2015-10-09,citrus fruit,3.2,2015
1159,2799,2015-12-08,hamburger meat,34.300000000000004,2015
1160,2799,2014-07-31,canned fish,39.2,2014
1161,2799,2014-09-24,other vegetables,4.6,2014
1162,2799,2015-02-09,fruit/vegetable juice,15.47,2015
1163,2799,2015-12-08,detergent,1.32,2015
1164,2799,2015-06-17,baking powder,47.34,2015
1165,2799,2015-05-25,yogurt,4.6,2015
1166,2799,2015-02-27,pickled vegetables,8.82,2015
1167,2799,2015-10-09,pickled vegetables,6.3,2015
1168,2799,2015-12-08,pickled vegetables,3.78,2015
1169,2799,2014-07-31,butter,6.36,2014
1170,2799,2014-09-24,cat food,22.0,2014
1171,2799,2015-06-17,brown bread,6.4,2015
1172,2799,2015-02-27,bottled water,8.82,2015
1173,2799,2014-07-31,pot plants,30.0,2014
1174,2294,2015-09-23,frankfurter,5.22,2015
1175,2294,2015-06-22,ham,8.16,2015
1176,2294,2015-07-26,chocolate,35.629999999999995,2015
1177,2294,2015-10-05,rolls/buns,2.4,2015
1178,2294,2015-08-31,root vegetables,11.96,2015
1179,2294,2015-07-26,citrus fruit,8.0,2015
1180,2294,2015-10-05,pip fruit,8.96,2015
1181,2294,2014-04-07,pip fruit,8.96,2014
1182,2294,2014-09-25,whole milk,21.6,2014
1183,2294,2014-01-14,whole milk,4.32,2014
1184,2294,2015-09-23,rolls/buns,4.8,2015
1185,2294,2015-06-22,tropical fruit,7.95,2015
1186,2294,2015-07-26,bottled beer,20.0,2015
1187,2294,2015-10-05,rolls/buns,1.2,2015
1188,2294,2015-08-31,ice cream,28.5,2015
1189,2294,2015-07-26,bottled water,3.78,2015
1190,2294,2015-10-05,rolls/buns,7.199999999999999,2015
1191,2294,2014-04-07,chewing gum,4.0,2014
1192,2294,2014-09-25,specialty fat,1.7,2014
1193,2294,2014-01-14,whipped/sour cream,13.3,2014
1194,2294,2014-08-01,sugar,1.6,2014
1195,2294,2015-07-26,red/blush wine,15.6,2015
1196,2294,2014-08-01,bottled beer,20.0,2014
1197,3120,2015-10-20,cling film/bags,36.96,2015
1198,3120,2015-01-14,bottled water,8.82,2015
1199,3120,2015-09-08,meat,40.0,2015
1200,3120,2015-11-14,liver loaf,18.0,2015
1201,3120,2015-07-07,yogurt,9.2,2015
1202,3120,2015-12-06,sausage,8.94,2015
1203,3120,2015-12-23,other vegetables,27.6,2015
1204,3120,2014-10-12,pip fruit,6.4,2014
1205,3120,2014-02-01,beef,5.78,2014
1206,3120,2014-08-11,beef,5.78,2014
1207,3120,2015-07-07,berries,48.370000000000005,2015
1208,3120,2015-10-20,other vegetables,9.2,2015
1209,3120,2015-01-14,white bread,10.5,2015
1210,3120,2015-09-08,yogurt,4.6,2015
1211,3120,2015-11-14,other vegetables,23.0,2015
1212,3120,2015-07-07,butter,22.26,2015
1213,3120,2015-12-06,grapes,17.08,2015
1214,3120,2015-12-23,berries,41.46,2015
1215,3120,2014-10-12,whipped/sour cream,9.5,2014
1216,3120,2014-02-01,whole milk,8.64,2014
1217,3120,2014-08-11,bottled water,8.82,2014
1218,3120,2015-07-07,pastry,13.56,2015
1219,3120,2015-12-23,whipped/sour cream,5.699999999999999,2015
1220,3120,2014-02-01,newspapers,1.0,2014
1221,3872,2015-03-19,frankfurter,20.88,2015
1222,3872,2015-07-02,whole milk,8.64,2015
1223,3872,2015-01-22,sausage,22.35,2015
1224,3872,2015-07-08,pork,5.58,2015
1225,3872,2015-03-28,specialty chocolate,12.6,2015
1226,3872,2015-03-11,beef,11.56,2015
1227,3872,2015-11-23,beef,17.34,2015
1228,3872,2015-11-23,turkey,20.0,2015
1229,3872,2015-03-11,citrus fruit,1.6,2015
1230,3872,2015-03-28,turkey,40.0,2015
1231,3872,2014-07-28,root vegetables,8.97,2014
1232,3872,2014-04-04,yogurt,9.2,2014
1233,3872,2014-08-23,yogurt,6.9,2014
1234,3872,2015-03-19,whole milk,4.32,2015
1235,3872,2015-07-02,frozen vegetables,9.08,2015
1236,3872,2015-01-22,root vegetables,11.96,2015
1237,3872,2015-07-08,brown bread,22.4,2015
1238,3872,2015-03-28,canned beer,17.1,2015
1239,3872,2015-03-11,whole milk,12.96,2015
1240,3872,2015-11-23,grapes,7.32,2015
1241,3872,2015-11-23,shopping bags,11.9,2015
1242,3872,2015-03-11,yogurt,4.6,2015
1243,3872,2015-03-28,soda,8.4,2015
1244,3872,2014-07-28,shopping bags,47.6,2014
1245,3872,2014-04-04,condensed milk,2.8,2014
1246,3872,2014-08-23,salty snack,3.0,2014
1247,3872,2014-04-04,yogurt,16.099999999999998,2014
1248,3872,2015-11-23,sliced cheese,10.68,2015
1249,3872,2015-11-23,bottled water,1.26,2015
1250,3872,2015-03-28,dental care,4.0,2015
1251,2394,2015-06-21,canned beer,11.4,2015
1252,2394,2015-11-22,butter,9.54,2015
1253,2394,2015-08-30,hamburger meat,19.6,2015
1254,2394,2015-02-17,sausage,26.82,2015
1255,2394,2015-08-19,waffles,1.2,2015
1256,2394,2015-08-30,rolls/buns,8.4,2015
1257,2394,2015-08-30,beverages,7.21,2015
1258,2394,2015-08-30,dessert,8.76,2015
1259,2394,2014-06-18,butter,19.08,2014
1260,2394,2014-10-18,sausage,8.94,2014
1261,2394,2014-05-06,whole milk,25.92,2014
1262,2394,2015-06-21,newspapers,1.0,2015
1263,2394,2015-11-22,whole milk,17.28,2015
1264,2394,2015-08-30,whole milk,12.96,2015
1265,2394,2015-02-17,curd,14.7,2015
1266,2394,2015-08-19,whole milk,25.92,2015
1267,2394,2015-08-30,domestic eggs,6.63,2015
1268,2394,2015-08-30,yogurt,13.8,2015
1269,2394,2015-08-30,soda,25.200000000000003,2015
1270,2394,2014-06-18,whipped/sour cream,7.6,2014
1271,2394,2014-10-18,nuts/prunes,10.5,2014
1272,2394,2014-05-06,curd,10.5,2014
1273,2394,2014-02-24,whipped/sour cream,11.4,2014
1274,2394,2014-05-20,canned beer,19.95,2014
1275,2394,2015-08-19,condensed milk,2.8,2015
1276,2394,2014-06-18,decalcifier,15.96,2014
1277,2394,2015-02-17,meat spreads,20.0,2015
1278,2394,2014-02-24,coffee,8.100000000000001,2014
1279,2394,2014-05-20,semi-finished bread,15.0,2014
1280,3593,2015-03-11,pip fruit,3.84,2015
1281,3593,2015-08-31,canned beer,11.4,2015
1282,3593,2015-05-27,tropical fruit,6.36,2015
1283,3593,2015-08-27,frankfurter,5.22,2015
1284,3593,2015-10-09,pork,11.16,2015
1285,3593,2015-09-20,whole milk,25.92,2015
1286,3593,2015-08-31,pip fruit,6.4,2015
1287,3593,2014-12-04,ham,19.040000000000003,2014
1288,3593,2014-09-21,citrus fruit,4.800000000000001,2014
1289,3593,2014-11-03,softener,35.0,2014
1290,3593,2015-03-11,berries,41.46,2015
1291,3593,2015-08-31,instant coffee,40.0,2015
1292,3593,2015-05-27,other vegetables,32.2,2015
1293,3593,2015-08-27,coffee,10.8,2015
1294,3593,2015-10-09,whole milk,8.64,2015
1295,3593,2015-09-20,grapes,17.08,2015
1296,3593,2015-08-31,yogurt,4.6,2015
1297,3593,2014-12-04,yogurt,11.5,2014
1298,3593,2014-09-21,rolls/buns,3.6,2014
1299,3593,2014-11-03,dish cleaner,16.099999999999998,2014
1300,3593,2014-06-04,chocolate,10.18,2014
1301,3593,2015-10-09,other vegetables,13.8,2015
1302,3593,2014-06-04,bottled water,2.52,2014
1303,4864,2015-11-14,pip fruit,6.4,2015
1304,4864,2015-01-12,ice cream,9.5,2015
1305,4864,2015-07-22,canned beer,2.85,2015
1306,4864,2015-05-07,sausage,31.29,2015
1307,4864,2015-03-27,bottled beer,40.0,2015
1308,4864,2015-03-27,whole milk,21.6,2015
1309,4864,2015-04-12,whole milk,8.64,2015
1310,4864,2015-05-11,whole milk,12.96,2015
1311,4864,2014-06-16,sausage,17.88,2014
1312,4864,2014-03-12,whole milk,17.28,2014
1313,4864,2014-12-27,meat,40.0,2014
1314,4864,2015-03-27,tropical fruit,6.36,2015
1315,4864,2015-11-14,soda,12.6,2015
1316,4864,2015-01-12,oil,9.9,2015
1317,4864,2015-07-22,rolls/buns,8.4,2015
1318,4864,2015-05-07,margarine,15.82,2015
1319,4864,2015-03-27,whole milk,4.32,2015
1320,4864,2015-03-27,hygiene articles,20.0,2015
1321,4864,2015-04-12,pip fruit,5.12,2015
1322,4864,2015-05-11,baking powder,39.45,2015
1323,4864,2014-06-16,specialty cheese,14.6,2014
1324,4864,2014-03-12,brown bread,9.6,2014
1325,4864,2014-12-27,ice cream,28.5,2014
1326,4864,2015-03-27,pot plants,30.0,2015
1327,4864,2015-03-27,soda,25.200000000000003,2015
1328,1737,2015-05-15,tropical fruit,11.13,2015
1329,1737,2015-01-23,citrus fruit,11.2,2015
1330,1737,2015-09-05,pastry,3.39,2015
1331,1737,2015-01-23,whole milk,8.64,2015
1332,1737,2015-05-09,hamburger meat,29.4,2015
1333,1737,2015-09-05,hamburger meat,34.300000000000004,2015
1334,1737,2015-09-05,newspapers,1.0,2015
1335,1737,2015-09-05,other vegetables,18.4,2015
1336,1737,2014-08-28,sausage,31.29,2014
1337,1737,2014-04-09,yogurt,13.8,2014
1338,1737,2015-05-15,citrus fruit,6.4,2015
1339,1737,2015-01-23,rolls/buns,8.4,2015
1340,1737,2015-09-05,root vegetables,20.93,2015
1341,1737,2015-01-23,liquor,83.3,2015
1342,1737,2015-05-09,condensed milk,5.6,2015
1343,1737,2015-09-05,instant coffee,20.0,2015
1344,1737,2015-09-05,yogurt,9.2,2015
1345,1737,2015-09-05,domestic eggs,6.63,2015
1346,1737,2014-08-28,detergent,0.99,2014
1347,1737,2014-04-09,flour,10.64,2014
1348,1737,2015-01-23,tropical fruit,4.7700000000000005,2015
1349,4437,2015-11-29,domestic eggs,13.26,2015
1350,4437,2015-09-10,pork,19.53,2015
1351,4437,2015-06-13,hamburger meat,29.4,2015
1352,4437,2015-07-28,pork,8.370000000000001,2015
1353,4437,2015-10-20,beverages,7.21,2015
1354,4437,2015-07-08,pastry,16.95,2015
1355,4437,2015-07-28,soft cheese,17.97,2015
1356,4437,2015-10-20,hamburger meat,9.8,2015
1357,4437,2014-03-12,whipped/sour cream,9.5,2014
1358,4437,2014-04-11,beef,40.46,2014
1359,4437,2015-11-29,frozen fish,8.4,2015
1360,4437,2015-09-10,hard cheese,41.3,2015
1361,4437,2015-06-13,root vegetables,14.95,2015
1362,4437,2015-07-28,rolls/buns,7.199999999999999,2015
1363,4437,2015-10-20,other vegetables,9.2,2015
1364,4437,2015-07-08,chewing gum,7.0,2015
1365,4437,2015-07-28,butter milk,4.88,2015
1366,4437,2015-10-20,canned beer,19.95,2015
1367,4437,2014-03-12,oil,16.5,2014
1368,4437,2014-04-11,specialty chocolate,12.6,2014
1369,4437,2014-11-13,other vegetables,32.2,2014
1370,4437,2015-07-28,butter,22.26,2015
1371,4437,2014-11-13,napkins,19.68,2014
1372,2524,2015-10-17,frankfurter,10.44,2015
1373,2524,2015-10-09,citrus fruit,4.800000000000001,2015
1374,2524,2015-05-12,rolls/buns,3.6,2015
1375,2524,2015-10-21,herbs,3.0,2015
1376,2524,2015-10-09,beef,11.56,2015
1377,2524,2015-10-09,citrus fruit,6.4,2015
1378,2524,2015-10-21,sausage,31.29,2015
1379,2524,2014-03-08,white wine,70.0,2014
1380,2524,2014-08-22,tea,34.300000000000004,2014
1381,2524,2014-10-13,curd,10.5,2014
1382,2524,2015-10-17,citrus fruit,6.4,2015
1383,2524,2015-10-09,whipped/sour cream,5.699999999999999,2015
1384,2524,2015-05-12,other vegetables,23.0,2015
1385,2524,2015-10-21,candy,2.2,2015
1386,2524,2015-10-09,dishes,10.7,2015
1387,2524,2015-10-09,bottled beer,40.0,2015
1388,2524,2015-10-21,whole milk,30.24,2015
1389,2524,2014-03-08,UHT-milk,8.0,2014
1390,2524,2014-08-22,pip fruit,5.12,2014
1391,2524,2014-10-13,semi-finished bread,7.5,2014
1392,2524,2014-10-13,whole milk,8.64,2014
1393,2524,2014-10-17,domestic eggs,13.26,2014
1394,2524,2014-03-31,rolls/buns,8.4,2014
1395,2524,2014-07-04,chocolate,35.629999999999995,2014
1396,2524,2015-10-09,whole milk,8.64,2015
1397,2524,2014-10-17,potato products,3.8,2014
1398,2524,2014-03-31,hygiene articles,40.0,2014
1399,2524,2014-07-04,chocolate,5.09,2014
1400,3090,2015-09-27,canned beer,11.4,2015
1401,3090,2015-02-14,whole milk,21.6,2015
1402,3090,2015-04-11,turkey,20.0,2015
1403,3090,2015-04-11,root vegetables,2.99,2015
1404,3090,2014-03-10,yogurt,16.099999999999998,2014
1405,3090,2014-11-22,whipped/sour cream,9.5,2014
1406,3090,2014-02-10,whole milk,30.24,2014
1407,3090,2014-03-19,processed cheese,23.0,2014
1408,3090,2014-01-23,other vegetables,13.8,2014
1409,3090,2015-09-27,root vegetables,14.95,2015
1410,3090,2015-02-14,white bread,10.5,2015
1411,3090,2015-04-11,other vegetables,4.6,2015
1412,3090,2015-04-11,berries,48.370000000000005,2015
1413,3090,2014-03-10,domestic eggs,4.42,2014
1414,3090,2014-11-22,tropical fruit,11.13,2014
1415,3090,2014-02-10,margarine,9.04,2014
1416,3090,2014-03-19,rolls/buns,7.199999999999999,2014
1417,3090,2014-01-23,chewing gum,7.0,2014
1418,3090,2014-07-06,newspapers,7.0,2014
1419,3090,2015-04-11,salty snack,12.0,2015
1420,3090,2014-03-10,pasta,9.8,2014
1421,3090,2014-07-06,shopping bags,83.3,2014
1422,1827,2015-01-05,meat,20.0,2015
1423,1827,2015-02-05,frankfurter,15.66,2015
1424,1827,2015-07-05,sausage,13.41,2015
1425,1827,2015-01-07,whole milk,30.24,2015
1426,1827,2015-07-05,spread cheese,10.0,2015
1427,1827,2014-11-17,onions,7.529999999999999,2014
1428,1827,2014-01-09,soda,16.8,2014
1429,1827,2014-03-12,whole milk,17.28,2014
1430,1827,2014-09-30,condensed milk,16.799999999999997,2014
1431,1827,2014-11-27,other vegetables,23.0,2014
1432,1827,2015-01-05,whole milk,21.6,2015
1433,1827,2015-02-05,whipped/sour cream,13.3,2015
1434,1827,2015-07-05,specialty bar,74.0,2015
1435,1827,2015-01-07,soda,21.0,2015
1436,1827,2015-07-05,soda,21.0,2015
1437,1827,2014-11-17,root vegetables,11.96,2014
1438,1827,2014-01-09,pastry,13.56,2014
1439,1827,2014-03-12,coffee,8.100000000000001,2014
1440,1827,2014-09-30,curd,8.4,2014
1441,1827,2014-11-27,pip fruit,1.28,2014
1442,1827,2014-11-17,bottled water,6.3,2014
1443,1827,2015-01-07,yogurt,13.8,2015
1444,1827,2015-02-05,cat food,22.0,2015
1445,4683,2015-01-15,frankfurter,26.1,2015
1446,4683,2015-09-23,whipped/sour cream,11.4,2015
1447,4683,2014-09-07,pot plants,6.0,2014
1448,4683,2014-09-05,chicken,12.96,2014
1449,4683,2014-02-03,cling film/bags,61.6,2014
1450,4683,2014-11-11,soda,4.2,2014
1451,4683,2015-01-15,tropical fruit,3.18,2015
1452,4683,2015-09-23,root vegetables,17.94,2015
1453,4683,2014-09-07,coffee,2.7,2014
1454,4683,2014-09-05,specialty chocolate,5.4,2014
1455,4683,2014-02-03,domestic eggs,2.21,2014
1456,4683,2014-11-11,red/blush wine,15.6,2014
1457,4683,2014-09-17,specialty bar,74.0,2014
1458,4683,2014-06-30,oil,3.3,2014
1459,4683,2014-09-26,curd cheese,31.32,2014
1460,4683,2014-09-07,rolls/buns,8.4,2014
1461,4683,2014-09-07,hard cheese,23.6,2014
1462,4683,2014-09-17,specialty chocolate,1.8,2014
1463,4683,2014-06-30,flour,9.12,2014
1464,4683,2014-09-26,UHT-milk,56.0,2014
1465,4683,2014-02-03,domestic eggs,4.42,2014
1466,3752,2015-04-25,canned beer,17.1,2015
1467,3752,2015-04-15,sweet spreads,69.93,2015
1468,3752,2015-08-02,onions,10.04,2015
1469,3752,2015-08-20,whole milk,21.6,2015
1470,3752,2015-08-21,dishes,53.5,2015
1471,3752,2015-08-20,whole milk,25.92,2015
1472,3752,2015-04-15,berries,20.73,2015
1473,3752,2015-04-15,whole milk,8.64,2015
1474,3752,2015-08-21,bottled water,8.82,2015
1475,3752,2015-04-15,yogurt,6.9,2015
1476,3752,2015-08-20,sausage,4.47,2015
1477,3752,2015-04-25,root vegetables,17.94,2015
1478,3752,2015-04-15,pip fruit,2.56,2015
1479,3752,2015-08-02,other vegetables,18.4,2015
1480,3752,2015-08-20,newspapers,2.0,2015
1481,3752,2015-08-21,spread cheese,30.0,2015
1482,3752,2015-08-20,soda,29.4,2015
1483,3752,2015-04-15,root vegetables,20.93,2015
1484,3752,2015-04-15,root vegetables,2.99,2015
1485,3752,2015-08-21,sugar,8.0,2015
1486,3752,2015-04-15,specialty chocolate,1.8,2015
1487,3752,2015-08-20,flour,1.52,2015
1488,3752,2014-11-25,dish cleaner,4.6,2014
1489,3752,2015-04-15,softener,30.0,2015
1490,3752,2015-08-20,bottled water,1.26,2015
1491,3752,2015-08-20,liquor,11.9,2015
1492,3752,2014-11-25,shopping bags,47.6,2014
1493,3497,2015-11-24,pet care,50.0,2015
1494,3497,2015-08-09,brown bread,3.2,2015
1495,3497,2015-06-14,other vegetables,9.2,2015
1496,3497,2015-09-24,pip fruit,1.28,2015
1497,3497,2015-06-14,soda,12.6,2015
1498,3497,2015-08-15,pork,5.58,2015
1499,3497,2015-08-09,UHT-milk,32.0,2015
1500,3497,2015-08-09,beef,28.9,2015
1501,3497,2015-09-24,other vegetables,13.8,2015
1502,3497,2015-06-14,brown bread,9.6,2015
1503,3497,2015-11-24,pork,19.53,2015
1504,3497,2015-08-09,red/blush wine,15.6,2015
1505,3497,2015-06-14,whole milk,12.96,2015
1506,3497,2015-09-24,whole milk,21.6,2015
1507,3497,2015-06-14,yogurt,16.099999999999998,2015
1508,3497,2015-08-15,white bread,4.5,2015
1509,3497,2015-08-09,brown bread,22.4,2015
1510,3497,2015-08-09,rolls/buns,4.8,2015
1511,3497,2015-09-24,whipped/sour cream,3.8,2015
1512,3497,2015-06-14,cling film/bags,12.32,2015
1513,3497,2015-08-09,pickled vegetables,2.52,2015
1514,3497,2015-06-14,brown bread,12.8,2015
1515,3497,2015-06-14,pastry,3.39,2015
1516,4303,2015-07-12,chicken,17.28,2015
1517,4303,2015-12-25,pork,2.79,2015
1518,4303,2015-09-25,soda,16.8,2015
1519,4303,2015-02-22,sausage,13.41,2015
1520,4303,2015-08-23,other vegetables,23.0,2015
1521,4303,2015-08-04,canned beer,11.4,2015
1522,4303,2015-02-22,meat,40.0,2015
1523,4303,2014-10-24,whole milk,12.96,2014
1524,4303,2014-01-17,sugar,8.0,2014
1525,4303,2014-11-28,root vegetables,2.99,2014
1526,4303,2015-08-23,whole milk,30.24,2015
1527,4303,2015-08-04,specialty chocolate,10.8,2015
1528,4303,2015-07-12,white bread,6.0,2015
1529,4303,2015-12-25,other vegetables,13.8,2015
1530,4303,2015-09-25,semi-finished bread,15.0,2015
1531,4303,2015-02-22,tropical fruit,3.18,2015
1532,4303,2015-08-23,soups,10.44,2015
1533,4303,2015-08-04,other vegetables,23.0,2015
1534,4303,2015-02-22,butter,12.72,2015
1535,4303,2014-10-24,butter,3.18,2014
1536,4303,2014-01-17,shopping bags,23.8,2014
1537,4303,2014-11-28,specialty bar,37.0,2014
1538,4303,2015-08-23,shopping bags,11.9,2015
1539,4303,2015-08-04,cream cheese ,7.0,2015
1540,4303,2014-01-17,instant coffee,50.0,2014
1541,3164,2015-04-30,pork,5.58,2015
1542,3164,2015-09-30,butter,3.18,2015
1543,3164,2015-09-30,citrus fruit,1.6,2015
1544,3164,2015-09-30,brown bread,19.200000000000003,2015
1545,3164,2015-09-30,pork,5.58,2015
1546,3164,2014-09-24,meat,20.0,2014
1547,3164,2014-03-24,pip fruit,3.84,2014
1548,3164,2014-09-16,dessert,4.38,2014
1549,3164,2014-02-14,citrus fruit,3.2,2014
1550,3164,2015-04-30,pork,19.53,2015
1551,3164,2015-09-30,shopping bags,35.7,2015
1552,3164,2015-09-30,hygiene articles,20.0,2015
1553,3164,2015-09-30,dessert,2.92,2015
1554,3164,2015-09-30,whole milk,30.24,2015
1555,3164,2014-09-24,long life bakery product,23.1,2014
1556,3164,2014-03-24,white bread,6.0,2014
1557,3164,2014-09-16,shopping bags,71.4,2014
1558,3164,2014-02-14,coffee,13.5,2014
1559,3164,2014-03-24,rolls/buns,6.0,2014
1560,3164,2014-09-24,yogurt,13.8,2014
1561,3164,2014-09-24,napkins,13.12,2014
1562,3122,2015-02-05,coffee,16.200000000000003,2015
1563,3122,2015-10-31,chicken,4.32,2015
1564,3122,2015-10-13,citrus fruit,1.6,2015
1565,3122,2015-05-02,beverages,2.06,2015
1566,3122,2015-10-13,canned fruit,4.0,2015
1567,3122,2014-12-25,soda,25.200000000000003,2014
1568,3122,2014-09-01,coffee,5.4,2014
1569,3122,2014-04-16,other vegetables,4.6,2014
1570,3122,2014-10-06,root vegetables,2.99,2014
1571,3122,2014-09-30,other vegetables,27.6,2014
1572,3122,2015-05-02,sausage,17.88,2015
1573,3122,2015-02-05,chicken,17.28,2015
1574,3122,2015-10-31,bottled beer,50.0,2015
1575,3122,2015-10-13,pip fruit,7.68,2015
1576,3122,2015-05-02,white bread,6.0,2015
1577,3122,2015-10-13,dessert,8.76,2015
1578,3122,2014-12-25,rolls/buns,1.2,2014
1579,3122,2014-09-01,oil,9.9,2014
1580,3122,2014-04-16,bottled water,7.56,2014
1581,3122,2014-10-06,pastry,3.39,2014
1582,3122,2014-09-30,hygiene articles,40.0,2014
1583,3122,2015-05-02,bottled water,8.82,2015
1584,3122,2014-09-01,newspapers,2.0,2014
1585,3122,2014-04-16,white bread,1.5,2014
1586,1366,2015-05-30,whole milk,17.28,2015
1587,1366,2015-05-29,tropical fruit,3.18,2015
1588,1366,2015-10-25,sausage,31.29,2015
1589,1366,2015-11-29,whole milk,30.24,2015
1590,1366,2015-05-29,beef,23.12,2015
1591,1366,2015-10-25,other vegetables,32.2,2015
1592,1366,2015-05-29,curd,2.1,2015
1593,1366,2015-10-25,frankfurter,20.88,2015
1594,1366,2015-05-29,rolls/buns,2.4,2015
1595,1366,2015-10-25,coffee,16.200000000000003,2015
1596,1366,2014-08-29,other vegetables,32.2,2014
1597,1366,2014-02-19,canned beer,5.7,2014
1598,1366,2015-05-30,waffles,4.8,2015
1599,1366,2015-05-29,whipped/sour cream,13.3,2015
1600,1366,2015-10-25,pastry,6.78,2015
1601,1366,2015-11-29,beef,34.68,2015
1602,1366,2015-05-29,whole milk,25.92,2015
1603,1366,2015-10-25,bottled water,1.26,2015
1604,1366,2015-05-29,candles,9.95,2015
1605,1366,2015-10-25,soda,8.4,2015
1606,1366,2015-05-29,cake bar,16.5,2015
1607,1366,2015-10-25,whole milk,17.28,2015
1608,1366,2014-08-29,sweet spreads,69.93,2014
1609,1366,2014-02-19,brown bread,22.4,2014
1610,1366,2015-05-29,flour,4.5600000000000005,2015
1611,1225,2015-05-20,photo/film,68.76,2015
1612,1225,2015-03-26,dessert,2.92,2015
1613,1225,2015-02-26,shopping bags,11.9,2015
1614,1225,2015-02-26,whole milk,21.6,2015
1615,1225,2014-02-09,pastry,3.39,2014
1616,1225,2014-11-29,butter milk,9.76,2014
1617,1225,2014-03-10,white bread,6.0,2014
1618,1225,2014-03-03,whole milk,8.64,2014
1619,1225,2015-03-26,sliced cheese,3.56,2015
1620,1225,2015-05-20,brown bread,16.0,2015
1621,1225,2015-03-26,bottled beer,30.0,2015
1622,1225,2015-02-26,whole milk,8.64,2015
1623,1225,2015-02-26,whole milk,30.24,2015
1624,1225,2014-02-09,rolls/buns,8.4,2014
1625,1225,2014-11-29,soda,16.8,2014
1626,1225,2014-03-10,jam,3.0,2014
1627,1225,2014-03-03,curd,12.6,2014
1628,1225,2015-03-26,other vegetables,23.0,2015
1629,1225,2014-11-29,seasonal products,12.0,2014
1630,1225,2015-02-26,detergent,0.66,2015
1631,1225,2015-02-26,flour,3.04,2015
1632,2070,2015-08-16,ice cream,4.75,2015
1633,2070,2015-12-19,baby cosmetics,10.0,2015
1634,2070,2015-07-16,frankfurter,20.88,2015
1635,2070,2015-03-24,citrus fruit,3.2,2015
1636,2070,2015-06-28,sausage,13.41,2015
1637,2070,2015-03-24,yogurt,4.6,2015
1638,2070,2014-04-13,skin care,57.39999999999999,2014
1639,2070,2014-04-27,root vegetables,17.94,2014
1640,2070,2014-12-20,pot plants,30.0,2014
1641,2070,2014-03-29,pip fruit,8.96,2014
1642,2070,2015-08-16,pip fruit,5.12,2015
1643,2070,2015-12-19,bottled water,7.56,2015
1644,2070,2015-07-16,oil,19.8,2015
1645,2070,2015-03-24,citrus fruit,8.0,2015
1646,2070,2015-06-28,spread cheese,35.0,2015
1647,2070,2015-03-24,other vegetables,27.6,2015
1648,2070,2014-04-13,oil,13.2,2014
1649,2070,2014-04-27,domestic eggs,8.84,2014
1650,2070,2014-12-20,frozen dessert,32.9,2014
1651,2070,2014-03-29,candy,2.2,2014
1652,2070,2015-06-28,bottled water,3.78,2015
1653,2070,2014-04-27,cake bar,6.6,2014
1654,2070,2015-07-16,soda,12.6,2015
1655,2070,2014-04-27,napkins,6.56,2014
1656,1574,2015-04-18,other vegetables,32.2,2015
1657,1574,2015-12-02,frankfurter,5.22,2015
1658,1574,2015-04-08,specialty chocolate,12.6,2015
1659,1574,2014-11-30,whole milk,8.64,2014
1660,1574,2014-04-25,hamburger meat,24.5,2014
1661,1574,2014-02-28,butter,12.72,2014
1662,1574,2014-06-17,soda,16.8,2014
1663,1574,2014-12-02,frozen fish,25.200000000000003,2014
1664,1574,2014-01-15,whole milk,8.64,2014
1665,1574,2014-04-03,white bread,9.0,2014
1666,1574,2015-04-18,whipped/sour cream,13.3,2015
1667,1574,2015-12-02,brown bread,9.6,2015
1668,1574,2015-04-08,pork,5.58,2015
1669,1574,2014-11-30,other vegetables,9.2,2014
1670,1574,2014-04-25,cat food,22.0,2014
1671,1574,2014-02-28,cat food,44.0,2014
1672,1574,2014-06-17,onions,12.55,2014
1673,1574,2014-12-02,bottled beer,40.0,2014
