,Member_number,Date,itemDescription,Sales,Year
21872,4223,2015-07-20,other vegetables,4.6,2015
21873,2068,2015-07-04,rolls/buns,1.2,2015
21874,3035,2015-09-05,candles,11.94,2015
21875,2597,2015-08-05,napkins,22.959999999999997,2015
21876,1306,2015-08-01,frozen vegetables,2.27,2015
21877,1789,2015-04-24,male cosmetics,40.0,2015
21878,1003,2015-10-02,rolls/buns,3.5999999999999996,2015
21879,3378,2015-01-13,canned beer,2.85,2015
21880,4460,2015-01-05,sliced cheese,3.56,2015
21881,1961,2015-06-21,dish cleaner,2.3,2015
21882,4576,2015-06-18,grapes,2.44,2015
21883,3061,2015-10-02,berries,6.91,2015
21884,1016,2015-07-19,red/blush wine,15.6,2015
21885,3528,2015-05-19,rolls/buns,6.0,2015
21886,4566,2015-10-03,butter,19.080000000000002,2015
21887,1979,2015-11-20,frozen meals,16.0,2015
21888,3662,2015-03-12,whole milk,21.6,2015
21889,2700,2015-05-13,yogurt,13.799999999999999,2015
21890,2432,2015-12-12,condensed milk,2.8,2015
21891,2693,2015-08-17,yogurt,13.799999999999999,2015
21892,1456,2015-11-20,domestic eggs,2.21,2015
21893,4081,2015-10-20,rolls/buns,3.5999999999999996,2015
21894,4588,2015-06-30,bottled beer,30.0,2015
21895,1892,2015-08-03,specialty bar,37.0,2015
21896,1922,2015-07-02,pip fruit,6.4,2015
21897,1440,2015-06-12,tropical fruit,4.7700000000000005,2015
21898,1420,2015-06-19,hygiene articles,20.0,2015
21899,2273,2015-10-21,other vegetables,32.199999999999996,2015
21900,4910,2015-11-25,pastry,10.17,2015
21901,4593,2015-04-08,rolls/buns,1.2,2015
21902,1380,2015-11-21,soda,8.4,2015
21903,4035,2015-07-26,frozen dessert,23.5,2015
21904,3063,2015-12-28,root vegetables,20.93,2015
21905,2558,2015-12-08,rolls/buns,2.4,2015
21906,1744,2015-06-27,soda,16.8,2015
21907,3162,2015-06-06,bottled water,1.26,2015
21908,3216,2015-12-02,newspapers,5.0,2015
21909,4783,2015-01-27,yogurt,13.799999999999999,2015
21910,2592,2015-09-25,bottled beer,70.0,2015
21911,3141,2015-07-19,rolls/buns,7.199999999999999,2015
21912,2315,2015-12-20,other vegetables,32.199999999999996,2015
21913,3318,2015-12-01,cat food,22.0,2015
21914,4594,2015-02-05,meat spreads,30.0,2015
21915,2428,2015-08-14,white wine,84.0,2015
21916,4613,2015-05-17,fruit/vegetable juice,4.42,2015
21917,1676,2015-11-10,fruit/vegetable juice,2.21,2015
21918,1259,2015-11-21,sliced cheese,24.92,2015
21919,3930,2015-12-07,yogurt,16.099999999999998,2015
21920,3995,2015-06-26,pip fruit,1.28,2015
21921,1038,2015-12-14,butter,22.26,2015
21922,4794,2015-06-09,soda,16.8,2015
21923,3960,2015-09-21,whole milk,21.6,2015
21924,3077,2015-05-01,vinegar,3.64,2015
21925,1161,2015-03-14,whole milk,8.64,2015
21926,1800,2015-04-16,brown bread,3.2,2015
21927,1717,2015-09-11,other vegetables,9.2,2015
21928,1888,2015-06-06,sliced cheese,17.8,2015
21929,2138,2015-04-03,root vegetables,8.97,2015
21930,1866,2015-02-13,bottled water,1.26,2015
21931,4745,2015-09-29,canned fish,39.199999999999996,2015
21932,1269,2015-12-09,whole milk,25.92,2015
21933,4721,2015-06-15,rum,40.0,2015
21934,2885,2015-03-22,nut snack,10.0,2015
21935,1435,2015-04-24,hard cheese,29.5,2015
21936,1887,2015-03-02,citrus fruit,3.2,2015
21937,4776,2015-03-26,pip fruit,3.84,2015
21938,4313,2015-05-16,seasonal products,14.0,2015
21939,3545,2015-08-28,berries,13.82,2015
21940,2307,2015-12-03,root vegetables,20.93,2015
21941,1215,2015-01-18,semi-finished bread,12.5,2015
21942,1428,2015-01-18,whole milk,17.28,2015
21943,4297,2015-10-27,butter milk,14.64,2015
21944,1812,2015-10-14,yogurt,4.6,2015
21945,2217,2015-02-12,domestic eggs,15.469999999999999,2015
21946,2378,2015-04-15,pastry,6.78,2015
21947,2397,2015-06-23,newspapers,3.0,2015
21948,3419,2015-08-20,soap,20.0,2015
21949,4131,2015-03-29,female sanitary products,13.799999999999999,2015
21950,2220,2015-04-08,bottled beer,70.0,2015
21951,3870,2015-03-21,processed cheese,18.4,2015
21952,1483,2015-06-14,specialty cheese,29.2,2015
21953,3449,2015-11-29,rolls/buns,1.2,2015
21954,1959,2015-12-13,yogurt,9.2,2015
21955,4825,2015-01-17,butter,22.26,2015
21956,3289,2015-02-05,beef,40.46,2015
21957,1256,2015-08-29,butter,3.18,2015
21958,3369,2015-03-23,UHT-milk,32.0,2015
21959,2191,2015-10-25,butter milk,4.88,2015
21960,4645,2015-06-12,bottled beer,10.0,2015
21961,3818,2015-08-08,margarine,13.559999999999999,2015
21962,3857,2015-04-11,light bulbs,16.200000000000003,2015
21963,3651,2015-07-31,shopping bags,23.8,2015
21964,3689,2015-07-29,onions,7.529999999999999,2015
21965,2361,2015-03-10,other vegetables,23.0,2015
21966,2513,2015-12-15,yogurt,13.799999999999999,2015
21967,2110,2015-07-29,frozen meals,8.0,2015
21968,4895,2015-07-21,pastry,20.34,2015
21969,2756,2015-07-31,misc. beverages,16.5,2015
21970,1960,2015-09-01,yogurt,9.2,2015
21971,3924,2015-10-29,semi-finished bread,17.5,2015
21972,3020,2015-08-27,white wine,56.0,2015
21973,4531,2015-10-08,herbs,3.0,2015
21974,4901,2015-02-14,fruit/vegetable juice,11.05,2015
21975,3787,2015-09-24,yogurt,9.2,2015
21976,3688,2015-09-24,rolls/buns,8.4,2015
21977,4717,2015-10-04,brown bread,9.600000000000001,2015
21978,2210,2015-09-25,domestic eggs,11.05,2015
21979,4152,2015-05-29,pasta,9.799999999999999,2015
21980,4507,2015-06-18,candy,4.4,2015
21981,1118,2015-05-13,pickled vegetables,2.52,2015
21982,4953,2015-07-05,coffee,10.8,2015
21983,4417,2015-01-21,frozen meals,12.0,2015
21984,2358,2015-12-15,hard cheese,11.8,2015
21985,3122,2015-05-02,white bread,6.0,2015
21986,3920,2015-10-05,napkins,13.12,2015
21987,4592,2015-08-12,canned fish,16.799999999999997,2015
21988,1326,2015-09-11,yogurt,2.3,2015
21989,3729,2015-11-29,brown bread,19.200000000000003,2015
21990,2627,2015-10-31,yogurt,11.5,2015
21991,3393,2015-07-11,whole milk,17.28,2015
21992,4302,2015-03-08,yogurt,6.8999999999999995,2015
21993,1734,2015-02-15,baking powder,7.89,2015
21994,3635,2015-02-26,bottled beer,30.0,2015
21995,3232,2015-12-18,white wine,70.0,2015
21996,2805,2015-04-18,bottled water,7.5600000000000005,2015
21997,2214,2015-01-19,root vegetables,11.96,2015
21998,4725,2015-02-12,white bread,1.5,2015
21999,4975,2015-02-11,beverages,2.06,2015
22000,3393,2015-02-23,coffee,16.200000000000003,2015
22001,4456,2015-08-08,cream cheese ,2.0,2015
22002,4744,2015-08-29,fruit/vegetable juice,11.05,2015
22003,1264,2015-07-30,tropical fruit,6.36,2015
22004,3104,2015-05-18,spices,12.600000000000001,2015
22005,4966,2015-01-25,curd,8.4,2015
22006,4183,2015-01-15,domestic eggs,6.63,2015
22007,3786,2015-10-02,UHT-milk,48.0,2015
22008,3299,2015-02-28,cream cheese ,3.0,2015
22009,1656,2015-07-07,white bread,3.0,2015
22010,4753,2015-05-03,seasonal products,8.0,2015
22011,2857,2015-04-18,liquor (appetizer),24.0,2015
22012,3692,2015-10-18,packaged fruit/vegetables,9.76,2015
22013,2613,2015-08-23,domestic eggs,4.42,2015
22014,3509,2015-08-07,hygiene articles,20.0,2015
22015,3048,2015-06-10,coffee,13.5,2015
22016,1160,2015-08-21,coffee,10.8,2015
22017,2629,2015-04-26,long life bakery product,30.8,2015
22018,1444,2015-06-06,pickled vegetables,1.26,2015
22019,2578,2015-01-12,curd,6.300000000000001,2015
22020,4184,2015-06-28,semi-finished bread,12.5,2015
22021,3201,2015-11-27,whole milk,17.28,2015
22022,3311,2015-02-05,frozen vegetables,11.35,2015
22023,4294,2015-08-01,cling film/bags,12.32,2015
22024,2283,2015-01-18,shopping bags,35.7,2015
22025,3325,2015-07-11,newspapers,1.0,2015
22026,3621,2015-02-11,butter,6.36,2015
22027,1968,2015-03-10,citrus fruit,9.600000000000001,2015
22028,3717,2015-01-04,rolls/buns,2.4,2015
22029,4704,2015-08-18,candy,4.4,2015
22030,3904,2015-11-05,berries,41.46,2015
22031,2336,2015-07-10,frozen meals,20.0,2015
22032,3546,2015-11-22,rolls/buns,6.0,2015
22033,3797,2015-08-23,other vegetables,27.599999999999998,2015
22034,4607,2015-12-15,sliced cheese,21.36,2015
22035,4522,2015-05-18,candles,13.93,2015
22036,4695,2015-10-13,whole milk,21.6,2015
22037,4919,2015-03-30,pastry,10.17,2015
22038,3289,2015-03-15,rolls/buns,7.199999999999999,2015
22039,1200,2015-09-26,rolls/buns,7.199999999999999,2015
22040,3789,2015-06-09,root vegetables,14.950000000000001,2015
22041,1289,2015-08-11,brown bread,12.8,2015
22042,2415,2015-04-29,softener,25.0,2015
22043,1943,2015-09-30,whole milk,12.96,2015
22044,3685,2015-08-26,curd,6.300000000000001,2015
22045,3447,2015-11-27,mustard,6.300000000000001,2015
22046,2164,2015-08-10,other vegetables,27.599999999999998,2015
22047,4107,2015-05-02,domestic eggs,8.84,2015
22048,2744,2015-05-19,fruit/vegetable juice,6.63,2015
22049,1051,2015-12-08,rolls/buns,4.8,2015
22050,2087,2015-09-04,brown bread,9.600000000000001,2015
22051,1020,2015-10-13,rolls/buns,3.5999999999999996,2015
22052,4546,2015-09-04,pip fruit,1.28,2015
22053,1182,2015-11-29,pip fruit,1.28,2015
22054,2727,2015-12-15,whipped/sour cream,7.6,2015
22055,4314,2015-04-29,bottled beer,70.0,2015
22056,2745,2015-02-19,oil,13.2,2015
22057,3147,2015-02-20,Instant food products,4.199999999999999,2015
22058,2677,2015-07-12,UHT-milk,24.0,2015
22059,2321,2015-08-04,whole milk,4.32,2015
22060,4708,2015-02-10,brown bread,16.0,2015
22061,3225,2015-12-12,other vegetables,32.199999999999996,2015
22062,3401,2015-09-28,root vegetables,8.97,2015
22063,3735,2015-04-27,pet care,50.0,2015
22064,2486,2015-11-25,yogurt,13.799999999999999,2015
22065,4790,2015-08-15,newspapers,6.0,2015
22066,1730,2015-09-19,rolls/buns,7.199999999999999,2015
22067,4724,2015-12-02,whole milk,8.64,2015
22068,4951,2015-09-01,whole milk,17.28,2015
22069,1341,2015-10-30,berries,20.73,2015
22070,4519,2015-02-09,frozen vegetables,9.08,2015
22071,2914,2015-01-04,rolls/buns,6.0,2015
22072,3916,2015-04-10,citrus fruit,11.200000000000001,2015
22073,4145,2015-11-04,rolls/buns,2.4,2015
22074,3657,2015-01-27,domestic eggs,8.84,2015
22075,2546,2015-07-05,mustard,14.700000000000001,2015
22076,2738,2015-03-02,root vegetables,2.99,2015
22077,1491,2015-12-30,pork,11.16,2015
22078,3268,2015-04-18,margarine,6.779999999999999,2015
22079,1820,2015-07-04,ham,16.32,2015
22080,1923,2015-06-12,other vegetables,32.199999999999996,2015
22081,2968,2015-10-17,shopping bags,35.7,2015
22082,4970,2015-08-08,pastry,3.39,2015
22083,4827,2015-03-10,rolls/buns,1.2,2015
22084,3474,2015-07-04,dishes,64.19999999999999,2015
22085,4417,2015-03-19,fruit/vegetable juice,6.63,2015
22086,3061,2015-05-11,domestic eggs,8.84,2015
22087,4364,2015-05-25,butter,6.36,2015
22088,2887,2015-01-17,whole milk,30.240000000000002,2015
22089,1292,2015-10-24,pork,8.370000000000001,2015
22090,1693,2015-12-27,pastry,3.39,2015
22091,2267,2015-07-01,long life bakery product,46.2,2015
22092,2663,2015-10-09,pastry,23.73,2015
22093,1551,2015-11-06,yogurt,11.5,2015
22094,3421,2015-12-05,yogurt,13.799999999999999,2015
22095,2785,2015-12-07,whole milk,17.28,2015
22096,4326,2015-02-05,sweet spreads,19.98,2015
22097,2871,2015-12-20,root vegetables,8.97,2015
22098,4969,2015-05-26,bottled water,8.82,2015
22099,3463,2015-09-24,yogurt,9.2,2015
22100,1504,2015-11-30,whole milk,21.6,2015
22101,2528,2015-10-19,margarine,11.299999999999999,2015
22102,1959,2015-05-15,semi-finished bread,5.0,2015
22103,2479,2015-01-13,newspapers,4.0,2015
22104,4809,2015-04-13,curd,6.300000000000001,2015
22105,4047,2015-06-03,beverages,5.15,2015
22106,2781,2015-11-01,yogurt,13.799999999999999,2015
22107,1837,2015-03-01,root vegetables,17.94,2015
22108,3288,2015-04-26,whole milk,8.64,2015
22109,1152,2015-04-20,frozen meals,20.0,2015
22110,1641,2015-06-23,whipped/sour cream,13.299999999999999,2015
22111,2685,2015-07-19,other vegetables,4.6,2015
22112,3599,2015-08-01,citrus fruit,4.800000000000001,2015
22113,2114,2015-06-11,whole milk,21.6,2015
22114,2019,2015-08-09,other vegetables,13.799999999999999,2015
22115,4019,2015-03-19,grapes,14.64,2015
22116,3663,2015-06-28,white bread,7.5,2015
22117,3170,2015-03-12,yogurt,2.3,2015
22118,3537,2015-09-24,curd,12.600000000000001,2015
22119,3918,2015-06-22,beef,11.56,2015
22120,3507,2015-07-22,pastry,3.39,2015
22121,4453,2015-05-22,brown bread,16.0,2015
22122,2769,2015-07-31,rolls/buns,4.8,2015
22123,4151,2015-02-11,whole milk,4.32,2015
22124,2291,2015-10-04,canned fish,11.2,2015
22125,1677,2015-02-21,specialty chocolate,5.4,2015
22126,1499,2015-06-03,frozen vegetables,9.08,2015
22127,2274,2015-05-01,rolls/buns,1.2,2015
22128,2186,2015-02-04,canned beer,14.25,2015
22129,4437,2015-07-08,chewing gum,7.0,2015
22130,4856,2015-03-01,specialty bar,37.0,2015
22131,3413,2015-09-23,chocolate,35.629999999999995,2015
22132,4741,2015-09-25,whole milk,8.64,2015
22133,4406,2015-05-27,chewing gum,3.0,2015
22134,2601,2015-04-30,specialty chocolate,3.6,2015
22135,4845,2015-12-10,berries,48.370000000000005,2015
22136,3695,2015-09-07,sliced cheese,3.56,2015
22137,2202,2015-02-28,curd,6.300000000000001,2015
22138,1027,2015-02-25,red/blush wine,15.6,2015
22139,1744,2015-09-28,bottled beer,60.0,2015
22140,4864,2015-04-12,pip fruit,5.12,2015
22141,3730,2015-07-27,other vegetables,23.0,2015
22142,2127,2015-01-01,pickled vegetables,8.82,2015
22143,2672,2015-11-26,pastry,20.34,2015
22144,1930,2015-02-02,specialty bar,37.0,2015
22145,3623,2015-07-05,liquor,59.5,2015
22146,4082,2015-01-05,root vegetables,2.99,2015
22147,4387,2015-07-26,brown bread,3.2,2015
22148,4424,2015-08-22,red/blush wine,15.6,2015
22149,3630,2015-07-24,curd,4.2,2015
22150,2202,2015-05-28,rolls/buns,4.8,2015
22151,3036,2015-09-18,whole milk,17.28,2015
22152,4529,2015-10-05,other vegetables,18.4,2015
22153,1968,2015-02-16,frozen meals,24.0,2015
22154,1511,2015-03-22,shopping bags,23.8,2015
22155,1503,2015-08-17,whole milk,4.32,2015
22156,2091,2015-07-30,onions,15.059999999999999,2015
22157,1651,2015-02-22,bottled water,6.3,2015
22158,1553,2015-03-20,mustard,2.1,2015
22159,4746,2015-09-12,yogurt,9.2,2015
22160,2902,2015-12-06,other vegetables,13.799999999999999,2015
22161,4205,2015-01-29,whipped/sour cream,3.8,2015
22162,1508,2015-11-15,canned beer,8.55,2015
22163,2403,2015-01-12,yogurt,2.3,2015
22164,4705,2015-05-22,canned beer,5.7,2015
22165,1285,2015-07-21,hygiene articles,20.0,2015
22166,4238,2015-03-12,onions,5.02,2015
22167,1938,2015-08-05,rolls/buns,8.4,2015
22168,3402,2015-05-23,dessert,10.219999999999999,2015
22169,4031,2015-10-18,soda,16.8,2015
22170,1739,2015-05-31,soda,12.600000000000001,2015
22171,2104,2015-02-27,candy,13.200000000000001,2015
22172,4516,2015-07-12,candy,2.2,2015
22173,3485,2015-07-22,tropical fruit,7.95,2015
22174,4462,2015-07-06,citrus fruit,11.200000000000001,2015
22175,2544,2015-01-29,berries,6.91,2015
22176,2805,2015-08-30,ice cream,28.5,2015
22177,2969,2015-08-24,canned fish,16.799999999999997,2015
22178,3563,2015-11-25,whole milk,25.92,2015
22179,2683,2015-01-18,red/blush wine,31.2,2015
22180,3776,2015-07-18,soda,16.8,2015
22181,1331,2015-11-29,root vegetables,14.950000000000001,2015
22182,1498,2015-05-28,dessert,10.219999999999999,2015
22183,3890,2015-11-01,rolls/buns,8.4,2015
22184,4559,2015-07-02,whole milk,4.32,2015
22185,2723,2015-01-31,dishes,10.7,2015
22186,2925,2015-11-12,cake bar,19.799999999999997,2015
22187,3684,2015-02-15,chocolate,20.36,2015
22188,1770,2015-11-19,shopping bags,47.6,2015
22189,3661,2015-06-17,butter,12.72,2015
22190,1044,2015-10-25,curd,6.300000000000001,2015
22191,3031,2015-11-25,brown bread,3.2,2015
22192,3028,2015-05-19,yogurt,13.799999999999999,2015
22193,3035,2015-04-03,rolls/buns,7.199999999999999,2015
22194,3189,2015-11-23,fruit/vegetable juice,6.63,2015
22195,3766,2015-08-11,shopping bags,83.3,2015
22196,4540,2015-04-08,beverages,1.03,2015
22197,4362,2015-11-07,frozen vegetables,4.54,2015
22198,4355,2015-11-21,bottled beer,70.0,2015
22199,1510,2015-10-25,soda,29.400000000000002,2015
22200,4299,2015-08-14,rolls/buns,3.5999999999999996,2015
22201,1982,2015-12-14,butter,12.72,2015
22202,3365,2015-08-13,cat food,22.0,2015
22203,3653,2015-09-11,red/blush wine,31.2,2015
22204,1795,2015-03-04,whole milk,12.96,2015
22205,4693,2015-04-24,whipped/sour cream,1.9,2015
22206,4219,2015-10-16,long life bakery product,53.9,2015
22207,3636,2015-05-14,whole milk,21.6,2015
22208,1595,2015-11-04,soda,21.0,2015
22209,3196,2015-05-05,whole milk,25.92,2015
22210,2657,2015-05-21,frozen dessert,14.100000000000001,2015
22211,4656,2015-10-14,grapes,17.08,2015
22212,4239,2015-11-02,berries,34.55,2015
22213,1510,2015-08-21,whole milk,8.64,2015
22214,3462,2015-01-21,nut snack,6.0,2015
22215,3794,2015-01-11,liquor (appetizer),48.0,2015
22216,1408,2015-01-03,soda,21.0,2015
22217,3686,2015-08-29,other vegetables,13.799999999999999,2015
22218,2273,2015-02-28,soft cheese,41.93,2015
22219,4693,2015-03-13,female sanitary products,2.3,2015
22220,2597,2015-02-13,onions,7.529999999999999,2015
22221,1551,2015-07-21,curd,2.1,2015
22222,2888,2015-08-01,brown bread,6.4,2015
22223,1631,2015-08-14,herbs,6.0,2015
22224,3564,2015-04-07,bottled water,8.82,2015
22225,4277,2015-11-25,grapes,2.44,2015
22226,4410,2015-12-10,salty snack,9.0,2015
22227,3455,2015-11-18,soft cheese,29.950000000000003,2015
22228,2467,2015-05-07,nuts/prunes,6.0,2015
22229,2235,2015-01-19,processed cheese,32.199999999999996,2015
22230,2145,2015-01-21,soda,16.8,2015
22231,3310,2015-08-03,grapes,4.88,2015
22232,2876,2015-09-19,chewing gum,5.0,2015
22233,3736,2015-02-26,root vegetables,5.98,2015
22234,3402,2015-08-16,sauces,33.0,2015
22235,1397,2015-12-21,whipped/sour cream,5.699999999999999,2015
22236,3497,2015-08-15,white bread,4.5,2015
22237,3044,2015-07-06,UHT-milk,40.0,2015
22238,1296,2015-11-23,yogurt,4.6,2015
22239,3999,2015-11-16,rolls/buns,1.2,2015
22240,2492,2015-10-11,whole milk,25.92,2015
22241,1572,2015-09-21,candy,11.0,2015
22242,4224,2015-01-29,brown bread,6.4,2015
22243,2352,2015-01-31,shopping bags,35.7,2015
22244,3609,2015-02-23,frozen meals,12.0,2015
22245,4142,2015-11-17,beverages,7.21,2015
22246,2736,2015-12-26,butter milk,12.2,2015
22247,2517,2015-03-20,domestic eggs,2.21,2015
22248,4999,2015-02-18,onions,15.059999999999999,2015
22249,4338,2015-03-24,pickled vegetables,2.52,2015
22250,2215,2015-11-26,cream cheese ,7.0,2015
22251,2745,2015-04-21,other vegetables,23.0,2015
22252,2861,2015-12-03,tropical fruit,11.13,2015
22253,3553,2015-10-05,other vegetables,23.0,2015
22254,2993,2015-05-05,napkins,22.959999999999997,2015
22255,4365,2015-02-20,whole milk,8.64,2015
22256,2860,2015-12-20,flower (seeds),48.8,2015
22257,3760,2015-11-22,sliced cheese,10.68,2015
22258,2505,2015-04-22,whole milk,21.6,2015
22259,1485,2015-12-07,other vegetables,23.0,2015
22260,4608,2015-04-27,ketchup,3.5,2015
22261,2873,2015-07-15,liquor (appetizer),12.0,2015
22262,4848,2015-07-07,rolls/buns,7.199999999999999,2015
22263,2550,2015-12-23,whipped/sour cream,5.699999999999999,2015
22264,2085,2015-04-22,candy,13.200000000000001,2015
22265,2549,2015-08-24,soda,4.2,2015
22266,1200,2015-08-08,root vegetables,11.96,2015
22267,3463,2015-09-05,shopping bags,11.9,2015
22268,3583,2015-02-08,male cosmetics,80.0,2015
22269,1276,2015-03-26,yogurt,4.6,2015
22270,2951,2015-12-22,domestic eggs,2.21,2015
22271,4970,2015-07-23,sliced cheese,24.92,2015
22272,1492,2015-01-20,other vegetables,18.4,2015
22273,3864,2015-08-26,sugar,3.2,2015
22274,2506,2015-11-17,other vegetables,27.599999999999998,2015
22275,4285,2015-04-22,roll products ,1.0,2015
22276,4822,2015-02-26,other vegetables,23.0,2015
22277,3588,2015-12-15,berries,13.82,2015
22278,2520,2015-06-12,soda,4.2,2015
22279,1088,2015-01-14,berries,6.91,2015
22280,1486,2015-09-23,beef,11.56,2015
22281,4080,2015-03-07,whole milk,12.96,2015
22282,3058,2015-07-27,butter,19.080000000000002,2015
22283,3133,2015-01-12,curd cheese,36.54,2015
22284,1731,2015-08-17,whole milk,21.6,2015
22285,2436,2015-02-17,margarine,4.52,2015
22286,3452,2015-05-15,pastry,20.34,2015
22287,2761,2015-11-01,semi-finished bread,2.5,2015
22288,1705,2015-07-28,whole milk,17.28,2015
22289,3221,2015-01-04,berries,13.82,2015
22290,1384,2015-12-19,domestic eggs,8.84,2015
22291,4570,2015-08-22,tropical fruit,9.540000000000001,2015
22292,2506,2015-12-27,soda,8.4,2015
22293,3380,2015-04-23,flour,10.64,2015
22294,2765,2015-11-30,yogurt,2.3,2015
22295,4840,2015-05-06,whipped/sour cream,5.699999999999999,2015
22296,1685,2015-08-18,whole milk,25.92,2015
22297,2028,2015-01-03,frozen vegetables,2.27,2015
22298,1125,2015-08-27,pastry,3.39,2015
22299,1054,2015-02-09,oil,16.5,2015
22300,4274,2015-01-23,other vegetables,23.0,2015
22301,2710,2015-10-14,long life bakery product,30.8,2015
22302,2699,2015-11-28,pastry,6.78,2015
22303,1918,2015-09-29,butter milk,4.88,2015
22304,4936,2015-02-03,root vegetables,2.99,2015
22305,2535,2015-03-20,rolls/buns,2.4,2015
22306,4495,2015-08-24,domestic eggs,13.26,2015
22307,4216,2015-02-24,rolls/buns,1.2,2015
22308,1515,2015-09-21,cat food,22.0,2015
22309,2604,2015-01-26,white bread,7.5,2015
22310,4820,2015-07-12,snack products,4.0,2015
22311,2340,2015-11-28,whole milk,8.64,2015
22312,2864,2015-03-13,tropical fruit,4.7700000000000005,2015
22313,1366,2015-11-29,beef,34.68,2015
22314,3317,2015-06-29,dessert,2.92,2015
22315,4218,2015-11-01,berries,13.82,2015
22316,3958,2015-04-11,rolls/buns,2.4,2015
22317,1309,2015-01-04,cocoa drinks,98.0,2015
22318,1394,2015-05-24,bottled beer,60.0,2015
22319,4412,2015-04-05,frozen vegetables,4.54,2015
22320,3649,2015-06-21,yogurt,16.099999999999998,2015
22321,4805,2015-10-13,whole milk,21.6,2015
22322,1599,2015-04-20,whole milk,8.64,2015
22323,4321,2015-12-09,newspapers,3.0,2015
22324,3397,2015-02-20,curd,14.700000000000001,2015
22325,3767,2015-06-06,beverages,4.12,2015
22326,2781,2015-01-06,other vegetables,18.4,2015
22327,3750,2015-05-17,curd,4.2,2015
22328,4574,2015-11-27,whole milk,21.6,2015
22329,4180,2015-01-04,brown bread,16.0,2015
22330,3897,2015-01-02,UHT-milk,40.0,2015
22331,4333,2015-01-07,soft cheese,29.950000000000003,2015
22332,3796,2015-06-06,bottled beer,50.0,2015
22333,2240,2015-05-18,canned beer,17.1,2015
22334,2967,2015-06-02,domestic eggs,13.26,2015
22335,2581,2015-12-14,coffee,16.200000000000003,2015
22336,1248,2015-12-15,whole milk,30.240000000000002,2015
22337,3830,2015-10-18,coffee,18.900000000000002,2015
22338,3976,2015-08-05,onions,10.04,2015
22339,1842,2015-02-23,cream cheese ,2.0,2015
22340,1626,2015-02-18,chewing gum,5.0,2015
22341,4059,2015-05-01,whole milk,21.6,2015
22342,2370,2015-12-09,chocolate,30.54,2015
22343,4466,2015-03-09,yogurt,6.8999999999999995,2015
22344,2404,2015-10-02,yogurt,11.5,2015
22345,3224,2015-03-14,shopping bags,23.8,2015
22346,1478,2015-12-02,bottled water,5.04,2015
22347,2229,2015-12-22,misc. beverages,22.0,2015
22348,4418,2015-04-10,rolls/buns,6.0,2015
22349,3571,2015-07-07,baking powder,31.56,2015
22350,2234,2015-02-27,root vegetables,8.97,2015
22351,3416,2015-07-02,canned beer,2.85,2015
22352,3429,2015-06-29,root vegetables,2.99,2015
22353,1046,2015-06-24,bottled water,6.3,2015
22354,4498,2015-04-19,chocolate,10.18,2015
22355,2152,2015-03-09,whisky,16.0,2015
22356,1425,2015-03-18,brown bread,19.200000000000003,2015
22357,3946,2015-11-19,newspapers,7.0,2015
22358,1009,2015-05-14,yogurt,16.099999999999998,2015
22359,2825,2015-12-25,whisky,32.0,2015
22360,4592,2015-06-22,chocolate,5.09,2015
22361,1449,2015-05-27,soda,21.0,2015
22362,1837,2015-06-18,domestic eggs,8.84,2015
22363,4322,2015-10-31,chocolate,30.54,2015
22364,2039,2015-06-18,oil,19.799999999999997,2015
22365,3999,2015-05-19,fruit/vegetable juice,15.469999999999999,2015
22366,1183,2015-04-01,domestic eggs,4.42,2015
22367,2441,2015-03-07,rolls/buns,6.0,2015
22368,2739,2015-09-19,specialty bar,37.0,2015
22369,3049,2015-05-02,yogurt,2.3,2015
22370,1697,2015-05-29,kitchen towels,7.0,2015
22371,4109,2015-08-24,other vegetables,32.199999999999996,2015
22372,3217,2015-03-20,cream cheese ,4.0,2015
22373,4879,2015-12-10,yogurt,4.6,2015
22374,3505,2015-11-10,domestic eggs,4.42,2015
22375,4292,2015-10-26,yogurt,2.3,2015
22376,4813,2015-04-08,specialty chocolate,9.0,2015
22377,1379,2015-04-17,cream cheese ,5.0,2015
22378,3410,2015-05-31,rolls/buns,3.5999999999999996,2015
22379,4074,2015-10-09,flour,6.08,2015
22380,3438,2015-04-01,waffles,6.0,2015
22381,2919,2015-06-30,candles,13.93,2015
22382,1401,2015-05-29,soda,8.4,2015
22383,2074,2015-12-20,UHT-milk,32.0,2015
22384,4193,2015-08-30,specialty chocolate,7.2,2015
22385,1195,2015-04-11,liquor,47.6,2015
22386,4850,2015-07-15,packaged fruit/vegetables,9.76,2015
22387,3255,2015-08-01,whole milk,21.6,2015
22388,2572,2015-05-27,dog food,40.0,2015
22389,3803,2015-12-14,vinegar,1.82,2015
22390,3342,2015-06-22,long life bakery product,15.4,2015
22391,3167,2015-08-20,specialty chocolate,9.0,2015
22392,3517,2015-07-14,hard cheese,17.700000000000003,2015
22393,1391,2015-03-14,yogurt,11.5,2015
22394,2682,2015-01-20,whole milk,30.240000000000002,2015
22395,1363,2015-01-15,hard cheese,29.5,2015
22396,4849,2015-05-17,berries,20.73,2015
22397,3107,2015-11-16,frozen vegetables,9.08,2015
22398,2171,2015-04-22,ice cream,28.5,2015
22399,2286,2015-06-19,napkins,22.959999999999997,2015
22400,1449,2015-03-10,tropical fruit,3.18,2015
22401,2192,2015-10-02,soda,21.0,2015
22402,1926,2015-05-29,brown bread,3.2,2015
